src_content,dst_content,src_content_len
얼큰차돌 국밥,Spicy and Refreshing Beef Brisket and Rice Soup,7
얼큰차돌칼국수,Spicy and Refreshing Beef Brisket Noodle Soup,7
얼큰코다리찌개,Spicy Half-dried Pollack Stew,7
얼큰해물순두부,Spicy Seafood and Soft Bean Curd Stew,7
얼큰해물짬뽕탕,Spicy Seafood Soup,7
에그 베네딕트,EGGS BENEDICT,7
에그 아보카도,Egg Avocado,7
에그베이컨버거,Egg Bacon Burger,7
에비스 생맥주,Yebisu Draft Beer,7
에스쿠도 로호,Escudo Rojo,7
에스프레소 샷,Espresso Shot,7
에스프레소더블,Espresso Double,7
에스프레소커피,Espresso Coffee,7
에이드(자몽),Grapefruit Ade,7
여수식붕장어탕,Yeosu-style Spicy Conger Eel Stew,7
여주쌀잔치국수,Yeoju Banquet Rice Noodles,7
연능이오리백숙,Whole Duck Soup with Lotus and Shingled Hedgehog,7
연어 샌드위치,Salmon Sandwich,7
연어 아보카도,Salmon Avocado,7
연어 카프리제,Salmon Caprice,7
연어 타르타르,Salmon tartare,7
연어새우장정식,Set Menu of Soy Sauce Marinated Salmon and Shrimp,7
연어수제도시락,House-made Lunch Box with Salmon,7
연어포케 타코,Salmon Poke Taco,7
연어회 케이크,Salmon Cake,7
연유 카페라떼,Condensed Milk Café Latte,7
연유아메리카노,Americano with Condensed Milk,7
연잎능이닭백숙,Whole Chicken Soup with Lotus Leaves and Shingled Hedgehog,7
연잎능이삼계탕,Ginseng Chicken Soup with Lotus Leaves and Shingled Hedgehog,7
연태구냥 34,Yantai Kaoliang Liquor 34%,7
열무김치비빔밥,Young Summer Radish Kimchi Bibimbap,7
열무된장비빔밥,Young Summer Radish Kimchi Bibimbap with Soybean Paste,7
열무비빔면세트,Set Menu of Spicy Noodles and Young Summer Radish Kimchi,7
열무양푼보리밥,Steamed Barley Rice with Young Summer Radish Kimchi in a Tin Bowl,7
열무얼갈이김치,Young Summer Radish and Winter Cabbage Kimchi,7
염미역줄기볶음,Stir-fried Salted Seaweed Stems,7
염소 샤브샤브,Goat Shabu-shabu,7
염소 스테이크,GOATSTEAK,7
염통구이 추가,extra grilled beef heart,7
영양돌솥밥정식,Set Menu of Nutritious Hot Stone Pot Rice,7
영양잡곡비빔밥,Nutritious Multigrain Bibimbap,7
영양전복돌솥밥,Nutritious Abalone Hot Stone Pot Rice,7
영양한우갈비탕,Nutritious Korean Short Rib Soup,7
예약 및 포장,Reservation and take-out,7
예향꽃게장백반,Yehyang Kkotgejang Baekban,7
옐로우치즈쿠키,Yellow Cheese Cookie,7
옛날 군것질류,Old-fashioned Snacks,7
옛날밥상 정식,Yetnal Bapsang Set Menu,7
옛날손순대국밥,House-made Blood Sausage and Rice Soup,7
옛날육수불고기,Bulgogi in Broth,7
오가닉샌드위치,Organic Sandwich,7
오가와 set,Ogawa Set,7
오가피돼지갈비,Grilled Siberian Ginseng and Pork Ribs,7
오가피황기백숙,Whole Chicken Soup with Siberian Ginseng and Milk Vetch Root,7
오겹살두루치기,Stir-fried Skin-on Pork Belly,7
오겹살부추무침,Skin-on Pork Belly and Chive Salad,7
오곡흑미물냉면,Cold Multigrain Black Rice Buckwheat Noodles,7
오골계고기국수,Silkie Chicken Noodles,7
오골계숯불구이,Charcoal-grilled Silkie Chicken,7
오골계약초백숙,Whole Silkie Chicken Soup with Medicinal Herbs,7
오늘의 공기밥,Rice of the day,7
오늘의 사이드,SIDE OF THE DAY,7
오늘의 샐러드,Today's Salad,7
오늘의 파스타,Today's Pasta,7
오늘의 해산물,Seafood of the Day,7
오니버스 커피,Onibus Coffee,7
오다리가라아게,Deep-fried Squid Arm,7
오돌뼈김치전골,Pork Cartilage and Kimchi Hot Pot,7
오디녹두빈대떡,Mulberry Mung Bean Pancake,7
오랜지맛 날개,ORANGE WINGS,7
오레오 생크림,Oreo and Fresh Cream,7
오레오 셰이크,Oreo shakes,7
오레오의 시간,Oreo Moment,7
오레오초코라떼,Oreo Chocolate Latte,7
오렌지 드레싱,Orange Dressing,7
오렌지 슬러시,Orange Slushie,7
오렌지 에이드,"Orange Ade,",7
오렌지 프라페,Orange Frappe,7
오렌지루이보스,Orange Rooibos,7
오렌지스파클링,Orange sparkling,7
오렌지요구르트,Orange Yogurt,7
오렌지카페라떼,Orange Café Latte,7
오리가슴살구이,Grilled Duck Breast,7
오리고기 파테,Duck Pate,7
오리김치뚝배기,Duck and Kimchi Hot Pot,7
오리낙지주물럭,Stir-fried Marinated Duck and Octopus,7
오리대패삼겹살,Grilled Duck and Thin-sliced Pork Belly,7
오리더덕주물럭,Stir-fried Marinated Duck and Deodeok,7
오리사골칼국수,Noodle Soup with Duck,7
오리생소금구이,Salt-grilled Duck,7
오리십전대보탕,Shiquan Dabu Duck Soup,7
오리야채불고기,Duck and Vegetable Bulgogi,7
오리약초옻백숙,Whole Duck Soup with Medicinal Herbs and Sumac,7
오리영양주물럭,Nutritious Stir-fried Marinated Duck,7
오리훈제바베큐,Smoked Barbecued Duck,7
오미베리베리티,Omija and Cranberry Tea,7
오미자 레몬차,Omija and Lemon Tea,7
오미자 에이드,Omija Ade,7
오미자아이스티,Omija Iced Tea,7
오방색대하구이,Grilled Prawn with Five-color Garnish,7
오븐치킨그라탕,Oven-baked Chicken Gratin,7
오븐카레돈가스,Oven-baked Pork Cutlet with Curry,7
오삼더덕주물럭,Stir-fried Marinated Deodeok with Squid and Pork Belly,7
오삼불고기쌈밥,Stir-fried Squid and Pork Belly with Leaf Wraps and Rice,7
오이미역초무침,Sweet and Sour Seaweed Cucumber Salad,7
오징어고추맛바,Squid and Chili Pepper-flavored Fishcake Bar,7
오징어구운맛바,Grilled Squid-flavored Fishcake Bar,7
오징어두루치기,Stir-fried Squid,7
오징어말이튀김,Deep-fried Squid Roll,7
오징어짬뽕라면,Spicy Seafood and Squid Ramyeon,7
오징어치즈덮밥,Stir-fried Squid and Cheese with Rice,7
오프닝 시퀀스,Opening sequence,7
오향장육샐러드,Five-spice Pork Salad,7
오후 4시까지,Until 4pm,7
옥수수 우육면,Beef Corn Noodles,7
옥수수생동동주,Corn Draft Dongdongju (Rice Wine),7
옥수수생막걸리,Corn Draft Makgeolli (Unrefined Rice Wine),7
옥수수식초음료,Corn Vinegar Beverage,7
옥수수크림수프,Corn Cream Soup,7
온 우동 정식,Warm Udon Set Menu,7
온메밀송옥국수,Warm Buckwheat Songok Noodles,7
올갱이된장찌개,Marsh Snail Soybean Paste Stew,7
올레 비빔냉면,Olle Spicy Buckwheat Noodles,7
올레 섞음냉면,Olle Cold and Spicy Buckwheat Noodles,7
올레한라봉맥주,Olle Hallabong Beer,7
올리브 베이글,Olive Bagel,7
올인원 설큐빙,All-in-One Snowflake Crisp,7
옻닭누룽지백숙,Whole Chicken Soup with Sumac and Scorched Rice,7
옻오리한방백숙,Whole Duck Soup with Sumac and Medicinal Herbs,7
와삭오징어튀김,Crispy Deep-fried Squid,7
왕갈비 쌀국수,Rice Noodles with Sparerib,7
왕갈비(1대),Grilled jumbo size beef ribs(1roll),7
왕갈비낙지전골,Premium Short Rib and Octopus Hot Pot,7
왕갈비야채전골,Premium Rib and Vegetable Hot Pot,7
왕만두김치전골,Premium Dumpling and Kimchi Hot Pot,7
왕새우 후라이,Fried Jumbo Shrimp,7
왕새우소금구이,Salt-grilled Prawn,7
왕새우스파게티,Prawn Pasta,7
왕새우튀김요리,Deep-fried Prawn Dish,7
왕새우튀김우동,Udon with Deep-fried Shrimp,7
왕어묵쌀떡꼬치,Extra-large Fishcake and Rice Cake Skewers,7
요거트 스무디,Yogurt Smoothie,7
용궁철판해물탕,Yonggung Spicy Seafood Stew on a Hot Iron Plate,7
용대리황태구이,Yongdae-ri Grilled Dried Pollack,7
우거지사골곰탕,Napa Cabbage and Beef Bone Soup,7
우거지순대국밥,Rice Soup with Napa Cabbage and Blood Sausage,7
우도땅콩막걸리,Udo Peanut Makgeolli,7
우럭미역국정식,Set Menu of Rockfish and Seaweed Soup,7
우럭조림돌솥밥,Braised Rockfish and Hot Stone Pot Rice,7
우렁된장비빔밥,Freshwater Snail Soybean Paste Bibimbap,7
우렁미나리무침,Freshwater Snail and Water Parsley Salad,7
우렁이 초무침,Sweet and Sour Freshwater Snail Salad,7
우리돈생삼겹살,Grilled Korean Pork Belly,7
우사랑한우마을,Usarang Hanumaeul,7
우산고로쇠수액,Usan Acer Okamotoanum Sap,7
우삼겹 쌀국수,Beef Short Plate Rice Noodles,7
우삼겹된장찌개,Beef Loin Soybean Paste Stew,7
우삼겹부대찌개,Beef Loin and Sausage Stew,7
우육면 맑은탕,Beef Noodle Soup with Clear Soup,7
우육면 면사리,Extra Noodles for beef noodle soup,7
우즈벡 필라프,Uzbek Pilaf,7
원산지 표시판,The table of Country of Origin,7
원산지 표지판,origin list,7
원샷아이스크림,One Shot Ice Cream,7
원조해물칼국수,Wonjo Haemul Kalguksu,7
월남쌈버섯샤브,Vietnamese Spring Rolls and Mushroom Shabu-shabu,7
월남쌈한우샤브,Vietnamese Spring Rolls and Korean Beef Shabu-shabu,7
월남쌈해물샤브,Vietnamese Spring Rolls and Seafood Shabu-shabu,7
웰빙미니꽈배기,Mini Twisted Cookies,7
웰빙비빔밥정식,Set Menu of Bibimbap,7
웰빙제육비빔밥,Stir-fried Pork Bibimbap,7
웰빙철판볶음밥,Griddled Rice,7
유기농말차라떼,Organic Matcha Latte,7
유기농탄산음료,Organic Soft Drinks,7
유기농현미식초,Organic Brown Rice Vinegar,7
유부모밀(온),Warm Buckwheat Noodles with Fried Bean Curd,7
유부소고기볶음,Stir-fried Fried Bean Curd and Beef,7
유자탱탱막걸리,Yuja Tangtang Makgeolli,7
유키사키 사케,Sake of Yukisaki,7
유황오리훈제찜,Braised Smoked Duck,7
육쪽티라미수빵,Six-Piece Tiramisu Bread,7
으깬감자샐러드,Mashed Potato Salad,7
은갈치 회무침,Spicy Raw Cutlassfish Salad,7
을찌로 어묵탕,Euljjiro Fishcake Soup,7
을찌로제 1인,Euljji-rosé for 1 person,7
을찌로제떡볶이,Euljji-rosé Tteokbokki,7
"음료 , 주류","Beverages, Alcoholic Drinks",7
음료 / 주류,Non-alcoholic and Alcoholic Beverages,7
음식 & 음료,FOOD & DRINK,7
음식 채집자들,food gatherers,7
이거 한접시면,With the dish,7
이베리코흑돼지,Ibérico Black Pork,7
이북식 왕만두,North Korean-style Jumbo Dumplings,7
이북식보쌈김치,North Korean-style Wrapped Kimchi,7
이조송정떡갈비,Ijo Songjeong Tteokgalbi,7
이집트 음식점,Egyptian Restaurant,7
이찌방돼지고기,Ichiban Grilled Pork,7
이탈리안돈가스,Italian-style Pork Cutlet,7
이태리시뇨리나,Italian Chilled Sliced Raw Fish Salad,7
"인삼,야채튀김",Deep-fried Ginseng and Vegetables,7
인삼버섯육개장,Spicy Beef Soup with Ginseng and Mushrooms,7
인삼영양돌솥밥,Nutritious Ginseng Hot Stone Pot Rice,7
인삼오리주물럭,Stir-fried Marinated Ginseng and Duck,7
인절미 크로플,Injeolmi Croiffle,7
일본꼬치(닭),Japanese Skewers (chicken),7
일본식전통오뎅,Japanese-style Fishcake,7
일본식치킨카레,Japanese-style Chicken Curry,7
일본오뎅도시락,Japanese-style Lunch Box with Fishcakes,7
일산냉면칼국수,Ilsan Naengmyeon Kalguksu,7
일품진로 25,Ilpoom Jinro (Soju),7
임실치즈돈까스,Pork Cutlet Stuffed with Imsil Cheese,7
잉글리시 머핀,english muffin,7
자리에서 계산,PAYMENT at the TABLE,7
"자몽 , 레몬","Grapefruit, Lemon",7
자몽허니블랙티,Grapefruit Honey Black Tea,7
자바칩홀리치노,Java Chip Hollyccino,7
자색고구마라떼,Purple Sweet Potato Latte,7
자연꽃계절한상,Jayeonkkot Seasonal Set Menu,7
자연꽃정식한상,Jayeonkkot Set Menu,7
자연꽃특선한상,Jayeonkkot Special Set Menu,7
자연산 모둠회,Natural Assorted Sliced Raw Fish,7
자연산 모듬회,Wild Assorted Sashimi,7
자연산 새꼬시,Natural sliced raw fish with bone,7
자연산 참게탕,Natural Sesame Crab Soup,7
자연산바다장어,Wild Conger Eel,7
자연산버섯전골,Wild Mushroom Hot Pot,7
자연산송이덮밥,Stir-fried Wild Pine Mushrooms with Rice,7
자연산송이전골,Wild Pine Mushroom Hot Pot,7
자연산송이짬뽕,Spicy Seafood Noodle Soup with Wild Pine Mushrooms,7
자연산잡어물회,Cold Raw Wild Small Fish Soup,7
자연산탕 정식,Wild Fish Stew Set Menu,7
자연산활어전문,Specializing in Raw Wild Fishes,7
자연송이갈비찜,Braised Wild Pine Mushrooms and Short Ribs,7
자연송이굴짬뽕,Spicy Seafood Noodle Soup with Wild Pine Mushrooms and Oysters,7
자연송이떡갈비,Grilled Wild Pine Mushroom Short Rib Patties,7
자연송이전복죽,Wild Pine Mushroom and Abalone Porridge,7
자연송이팔보채,Stir-fried Seafood and Vegetables with Wild Pine Mushrooms,7
잡곡 샌드위치,Grain Sandwich,7
장뇌산삼삼계탕,Cultivated Wild Ginseng Chicken Soup,7
장어뚝배기국수,Eel Noodles Hot Pot,7
장작구이삼겹살,Wood-fired Pork Belly,7
적셔먹는돈가스,Pork Cutlet with Dipping Sauce,7
적은기름볶음밥,Fried Rice with Less Oil,7
전두부김치볶음,Whole Bean Curd and Stir-fried Kimchi,7
전두부버섯전골,Whole Bean Curd and Mushroom Hot Pot,7
전복 량반황과,Cucumber Salad topped with Abalone,7
전복 매생이죽,Seaweed fulvescens porridge with abalones,7
전복 비빔냉면,Abalone Spicy Buckwheat Noodles,7
전복 서리태죽,Black Bean Porridge with Abalones.,7
전복 섞음냉면,Abalone Cold and Spicy Buckwheat Noodles,7
전복갈비찜정식,Set Menu of Braised Abalone and Short Ribs,7
전복국수와빙떡,Abalone Noodles and Buckwheat Crepes with Radish Filling,7
전복낙지해물찜,Spicy Braised Seafood with Octopus and Abalone,7
전복돌솥비빔밥,Abalone Hot Stone Pot Bibimbap,7
전복된장뚝배기,Abalone and Soybean Paste Stew Hot Pot,7
전복성게미역국,Seaweed Soup with Abalone and Sea Urchin,7
전복순두부짬뽕,Spicy Seafood Noodle Soup with Abalone and Soft Bean Curd,7
전복죽 전문점,Abalone rice porridge speciality restaurant Specialty Abalone Porridge Store.,7
전복짬뽕순두부,Spicy Seafood Soup with Abalone and Soft Bean Curd,7
전복한방삼계탕,Ginseng Chicken Soup with Abalone and Medicinal Herbs,7
전복해물뚝배기,Abalone and Seafood Hot Pot,7
전복해물불고기,Abalone and Seafood Bulgogi,7
전복해물수제비,Hand-pulled Dough Soup with Abalone and Seafood,7
전복해물칼국수,Noodle Soup with Abalone and Seafood,7
전복해초비빔밥,Abalone and Seaweed Bibimbap,7
전복회 비빔밥,Raw Abalone Bibimbap,7
전원숯불침산점,Jeunwon Charcoal Fire Chimsan Branch,7
전주보리비빔밥,Jeonju-style Barley Bibimbap,7
전주양푼비빔밥,Jeonju-style Bibimbap in a Tin Bowl,7
전주유기비빔밥,Jeonju-style Bibimbap in a Brass Bowl,7
전통 사과파이,Traditional Apple Pie,7
절편(쑥절편),Patterned Rice Cake with Mugwort,7
점봉산자연산채,Jeombongsan Jayeon Sanchae,7
점심특선한정식,Lunch Special Korean Meal,7
정성가득 담은,Filled with fully sincere heart,7
정어리 샐러드,Salad of sardines,7
제공 면 종류,SERVED W,7
제비집게살수프,Bird's Nest and Crab Soup,7
제육돌솥비빔밤,Hot Stone Pot Stir-fried Pork Bibimbap,7
제육볶음 쌈밥,Leaf wraps and Rice with stir-fried spicy pork,7
제주 꾸지뽕차,Jeju Native Mulberry Leaf Tea,7
제주 보리개역,Jeju Borigaeyeok,7
제주 생막걸리,Jeju Draft Makgeolli (Unrefined Rice Wine),7
제주 쌀막걸리,Jeju Rice Makgeolli (Unrefined Rice Wine),7
제주갈치고등어,Jeju Galchi Godeungeo,7
제주감귤막걸리,Jeju Tangerine Makgeolli,7
제주돈안심빠테,Jeju Pork Tenderloin Pate,7
제주산 서리태,Jeju Black Soybean,7
제주애호박찌개,Summer Squash Stew with Jeju Pork,7
제주좁쌀막걸리,Millet Makgeolli (Unrefined Rice Wine),7
제주통갈치조림,Jeju whole hairtail stew,7
제주해물뚝배기,Jeju Seafood Stew in a Hot Pot,7
제주해초비빔밥,Jeju Seaweed Bibimbap,7
제철과일에이드,Seasonal Fruit Ade,7
조각 스테이크,STEAK CUTS,7
조개구이(찜),Grilled (Steamed) Clams,7
조개해물칼국수,Noodle Soup with Clams and Seafood,7
조기천일염구이,Salt-grilled Yellow Croaker,7
조니워커 골드,Johnnie Walker Gold,7
조니워커 그린,Johnnie Walker Green,7
조니워커 블랙,Johnnie Walker Black,7
조니워커 블루,Johnnie Walker Blue,7
조니워커 스윙,Johnnie Walker Swing,7
조리시간25분,Cooking Time: 25 Minutes,7
조아하주 연주,Joahaju yeonju,7
족발보쌈스페셜,Leaf Wraps with Pork and Braised Pigs' Feet Special,7
족발샐러드+국,Pig's Feet Salad + Soup,7
존 F 케네디,John F Kennedy,7
죠리퐁 셰이크,Jollypong Shake,7
주꾸미샤부샤부,Webfoot Octopus Shabu-shabu,7
주꾸미제육덮밥,Stir-fried Webfoot Octopus and Pork with Rice,7
주류 & 음료,Drinks & Beverages,7
주류 · 음료,Alcoholic Beverages · Drinks,7
주말점심.저녁,Lunch and Dinner (Weekends),7
주물럭등심정식,Set Menu of Stir-fried Marinated Pork Loin,7
주방장특선잡채,Chef's Stir-fried Glass Noodles and Vegetables Special,7
주중 영업시간,Business time during weekdays,7
죽/야채 추가,additional porridge or vegetable,7
준마이 750,Junmai 750,7
준마이다이긴죠,JUNMAI DAIGINJO,7
준이네통나무집,Junine Tongnamujip,7
중국 레몬홍차,Chinese Lemon Tea,7
중국당면 추가,Add Chinese Glass Noodles,7
중국식안심볶음,Chinese-style Stir-fried Beef Tenderloin,7
중국요리전문점,Chinese restaurant,7
즉석순두부찌개,Tabletop Soft Bean Curd Stew,7
지 니 술 국,Giny Hangover Soup,7
지네스떼보르도,Ginestet Bordeaux,7
지니 전복죽은,Jinny's Abalone Rice Porridge is,7
지니무침 요리,Gini seasoned salad dish,7
지도산 참병어,"Korean Pomfret, Sourced from Jido",7
지중해식 연어,Mediterranean Salmon,7
지호한방삼계탕,Jiho Hanbang Samgyetang,7
진로 이즈 백,Jinro is back,7
진로 토닉워터,Jinro Tonic Water,7
진수성찬한정식,Jinsuseongchan (Korean Table D'hote),7
진영단감샐러드,Jinyeong Persimmon Salad,7
진주육회비빔밥,Jinju-style Beef Tartare Bibimbap,7
짐 빔 하이볼,Jim Beam Highball,7
짬뽕순두부전골,Spicy Seafood and Soft Bean Curd Hot Pot,7
짱뚱어탕 한상,Spicy Mudskipper Stew Full Set,7
쨈에그 토스트,Jam Egg Toast,7
쫄깃한 감자피,Chewy Dumpling Skin of Potatoes,7
쭈꾸미볶음쌈밥,Stir-fried Webfoot Octopus with Leaf Wraps and Rice,7
쭈꾸미삼겹철판,Spicy Griddled Webfoot Octopus and Pork Belly,7
쯔란오징어볶음,Stir-fried Cumin and Squid,7
차 마실래요?,WOULD YOU LIKE SOME TEA ?,7
차가버섯닭백숙,Whole Chicken Soup with Chaga Mushrooms,7
차돌 고기국수,Beef Brisket Noodles,7
차돌 부대찌개,Beef Brisket and Sausage Stew,7
차돌고추장찌개,Beef Brisket Red Chili Paste Stew,7
차돌된장비빔밥,Beef brisket bean paste bibimbob,7
차돌미소 라멘,Beef Brisket and Miso Ramen,7
차돌미트리조또,Beef Brisket and Meat Risotto,7
차돌우동샐러드,Cold udon noodle salad with grilled beef brisket,7
차돌청국장찌개,Beef Brisket Rich Soybean Paste Stew,7
차량 항시대기,All day waiting car,7
찰한방영양닭죽,Nutritious Chicken and Sweet Rice Porridge with Medicinal Herbs,7
참돔 스테이크,Dentex steak,7
참마치킨그라탕,Yam and Chicken Gratin,7
참소라비빔국수,Seashells Spicy Noodles,7
참소라소면무침,Horned Turban Salad with Noodles,7
참여형 콘텐츠,Engagement-based Content,7
참이슬 후레쉬,Chamisul Fresh,7
참치 샌드위치,Tuna Sandwich,7
참치 타르타르,tuna tartar,7
참치김치볶음밥,Tuna Kimchi Fried Rice,7
참치김치비빔밥,Tuna and Kimchi Bibimbap,7
참치김치주먹밥,Tuna and Kimchi Rice Ball,7
참치샐러드김밥,Tuna Salad Gimbap,7
참치연어사시미,Sliced Raw Salmon and Tuna,7
찹쌀고추탕수육,Sweet and Sour Pork in Sweet Rice Batter with Chili Peppers,7
찹쌀떡(팥속),Sweet Rice Cake with Red Bean Filling,7
천 년 한 우,Milleenium Korean native beef,7
철판 후라이팬,IRON SKILLET,7
철판고기추가 ,Extra Serving of Meat ,7
철판김치볶음밥,Griddles Kimchi Fried Rice,7
철판낙지닭갈비,Griddled Chicken and Octopus,7
철판불고기덮밥,Griddles Bulgogi with Rice,7
철판불고기정식,Set Menu of Griddled Bulgogi,7
철판수제돈가스,Griddled House-made Pork Cutlet,7
철판양념소갈비,Griddled Marinated Boneless Beef Ribs,7
철판오징어덮밥,Griddled Squid with Rice,7
철판쭈꾸미세트,Set Menu of Griddled Webfoot Octopus,7
철판치즈볶음밥,Grilled cheese fried rice,7
철판해물볶음밥,Seafood Griddled Rice,7
청경채해삼송이,Bok Choy with Sea Cucumber and Pine Mushrooms,7
청국장게장정식,Set Menu of Rich Soybean Paste Stew and Soy Sauce Marinated Crab,7
청담해정 1층,Chungdam Haejung 1st Floor,7
청담해정 2층,Chungdam Haejung 2nd Floor,7
청매실장어덮밥,Stir-fried Eel and Green Plum with Rice,7
청사과와 민트,Green apple & mint,7
청양고추부추전,Extra Spicy Chili Pepper and Chive Pancake,7
청포도 에이드,White Grape Ade,7
청포도스파클링,Green Grape Sparkling,7
청해한가득뷔페,Cheonghae Hangadeuk Buffet,7
초당두부샐러드,Chodang Bean Curd Salad,7
초당순두부백반,Korean Set Menu of Chodang Soft Bean Curd Stew,7
초당순두부전골,Chodang Soft Bean Curd Hot Pot,7
초밥 A 세트,Sushi Set Menu A,7
초밥 B 세트,Sushi Set Menu B,7
초코 & 치즈,Choco & Cheese,7
초코딸기생크림,Chocolate Strawberry Cream Cake,7
초코바나나라떼,Chocolate Banana Latte,7
초코칩 스무디,Chocolate Chip Smoothie,7
초콜렛 케이크,CHOCOLATE CAKE,7
초콜릿 블랜드,Chocolate Blend,7
초콜릿 슬러시,Choc Frost,7
초콜릿 앙상블,Chocolate Ensemble,7
초콜릿 케이크,Chocolate cake,7
촉촉칸치빵파티,Moist Chicken With The Bread,7
촌닭황기볶음탕,Braised Korean Chicken and Milk Vetch Root,7
총각김치 판매,Chonggak Kimchi for sale,7
최고급생양갈비,The highest quality fresh lamb ribs,7
최상급 숙성육,Premium Aged Meat,7
쵸코아이스크림,Chocolate Ice Cream,7
추가 갈매기살,Additional Pork Skirt,7
추부깻잎만두국,Perilla Leaf Dumpling Soup,7
추억의 떡꼬치,Old-fashioned Rice Cake Skewers,7
춘하추동맛어묵,Chunhachudong Fishcake Soup,7
치아시드 푸딩,CHIA SEED PUDDING,7
치즈 & 과일,Cheese & Fruits Platter,7
치즈 라비올리,CHEESE RAVIOLI,7
치즈 샌드위치,Sandwich with cheese,7
치즈 중 선택,Choice of cheese,7
치즈 키마카레,Cheese Keema Curry,7
치즈 플레이트,Cheese Platter,7
치즈김치볶음밥,Cheese and Kimchi Fried Rice,7
치즈닭갈비철판,Spicy Griddled Cheese Dakgalbi (spicy stir-fried chicken),7
치즈돈까스세트,Set Menu of Pork Cutlet Stuffed with Cheese,7
치즈돈까스정식,Cheese Pork Cutlet Set Menu,7
치즈돌솥비빔밥,Cheese Hot Stone Pot Bibimbap,7
치즈만주 묶음,Cheese Manju Set,7
치즈바베큐꼬치,Barbecued Cheese Skewers,7
치즈버거 피타,Cheeseburger Pita,7
치즈버거SET,Cheeseburger Combo,7
치즈불고기정식,Set Menu of Cheese Bulgogi,7
치즈수제돈가스,House-made Pork Cutlet Stuffed with Cheese,7
치즈스틱샐러드,Cheese Stick Salad,7
치즈야채토스트,Cheese and Vegetable Toast,7
치즈오므라이스,Cheese Omelet Rice,7
치즈오븐리조또,Oven-baked Cheese Risotto,7
치즈오삼불고기,"Stir-fried Squid, Pork Belly and Cheese",7
치즈오징어덮밥,Stir-fried Cheese and Squid with Rice,7
치즈오징어볶음,Stir-fried Cheese and Squid,7
치즈왕계란말이,Extra-large Rolled Omelet with Cheese,7
치즈제육불고기,Cheese and Pork Bulgogi,7
치즈카야토스트,Cheese Kaya Toast,7
치즈해물그라탕,Seafood Gratin,7
치킨 & 생선,Chicken & Fish,7
치킨 & 스낵,Fried Chicken & Snacks,7
치킨 & 와플,CHXX & WAFFLE,7
치킨 & 픽싱,CHXX & THE FIXINS,7
치킨 가라아게,Chicken Karaage,7
치킨 딜라이트,CHICKEN D'LIGHT,7
치킨 샌드위치,Chicken Sandwich,7
치킨 스파이시,Chicken Spicy,7
치킨 오븐구이,Baked Chicken,7
치킨 크랜베리,Chicken Cranberry,7
치킨&포테이토,Chicken and Potato,7
치킨/새우로제,Chicken/Shrimp Rosé Pasta ,7
치킨/새우크림,Chicken/Shrimp Cream Pasta,7
치킨로제파스타,Chicken Rosé Pasta,7
치킨카레그라탕,Chicken Curry Gratin,7
치킨카레라이스,Chicken Curry Rice,7
치킨카레볶음밥,Chicken Fried Rice in Curry,7
치킨커리도리아,Chicken and Curry Doria,7
치킨커리샐러드,Chicken Salad with Curry,7
치킨타코샐러드,Chicken Taco Salad,7
치킨텐더샐러드,Chicken Tender Salad,7
치킨티카마살라,Chicken Tikka Masala,7
치킨티카샐러드,Chicken Tikka Salad,7
칠리 카오 팟,Chilli Khao Phat,7
칠리새우도시락,Lunch Box with Chili Shrimp,7
칠리왕새우튀김,Deep-fried Prawn with Chili Sauce,7
칠리치즈파스타,Chili Cheese Pasta,7
칠리치즈프라이,Deep-fried Potatoes with Chili Sauce and Cheese,7
칠리치킨샐러드,Chili Chicken Salad,7
칠리치킨파니니,Chili Chicken Panini,7
칠면조야채볶음,Stir-fried Turkey and Vegetables,7
칩스 & 살사,Chips & Salsa,7
칭따오 논알콜,TSINGTAO Beer *Non-alcoholic,7
칭따오 생맥주,Tsingtao draft beer,7
칭타오 생맥주,Tsingtao Draft Beer,7
카라멜 케이크,CARAMEL CAKE,7
카라멜샤케라또,Caramel Shakerato,7
카라멜카페라떼,Caramel Café Latte,7
카라멜커피우유,Caramel Coffee Milk,7
카라멜쿠키라떼,Caramel Cookie Flavored Latte,7
카라바시 새우,Calabash Shrimp,7
카라이 냉라멘,Spicy Cold Ramen,7
카레닭고기덮밥,Curry and Chicken with Rice,7
카레닭날개구이,Grilled Chicken Wings with Curry,7
카레돈가스정식,Pork Cutlet Combo with Curry,7
카레돈까스정식,Pork Cutlet with Curry Set Menu,7
카레오므라이스,Omelet Rice with Curry,7
카모마일레몬티,Chamomile Lemon Tea,7
카발란 클래식,Kavalan Classic,7
카베르네 프랑,Cabernet Franc,7
카스 병 맥주,Cass bottled beer,7
카우보이 쿨러,Cowboy Cooler,7
카이로 나이트,Cairo Night,7
카이센누룽지탕,Scorched Rice Soup with Seafood,7
카이센철판볶음,Griddled Seafood,7
카카오 초콜릿,Cacao Chocolate,7
카페화이트모카,Café White Mocha,7
칼라마리샐러드,Calamari Salad,7
캐나다 드라이,Canada dry,7
캐러멜녹차와플,Green Tea Waffle with Caramel Syrup,7
캐러멜카페모카,Caramel Café Mocha,7
캐모마일메들리,Chamomile Medley,7
캐모마일블렌딩,Chamomile Blended Tea,7
캡틴 모건 럼,CAPTAIN MORGAN RUM,7
커넥티드 라떼,Kenetkid Latte,7
커스터드 커피,Custard Coffee,7
커티샥 12y,Cutty Sark 12-year-old,7
커피 & 라떼,Coffee & Latte,7
