filename,rule_based,learning_based
2205,0.5049,0.4466
2206,0.7469,0.5636
2207,0.7338,0.7532
2208,0.8052,0.7588
2209,0.8964,0.6855
2210,0.4562,0.557
2211,0.4259,0.431
2212,0.6939,0.6966
2213,0.8561,0.6503
2214,0.8984,0.4869
2215,0.5927,0.4901
2216,0.8982,0.6926
2217,0.7211,0.5632
2218,0.2694,0.5305
2219,0.3312,0.6206
2220,0.6896,0.6335
2221,0.7009,0.6625
2222,0.5001,0.4766
2223,0.5943,0.5215
2224,0.6534,0.6422
2225,0.5647,0.6319
2226,0.3478,0.6611
2227,0.7143,0.5221
2228,0.4358,0.5259
2229,0.3673,0.4532
2230,0.553,0.5267
2231,0.9113,0.6488
2232,0.7449,0.6727
2233,0.6748,0.6815
2234,0.3013,0.4994
2235,0.5733,0.5527
2236,0.6018,0.5124
2237,0.6234,0.4847
2238,0.6474,0.6611
2239,0.6278,0.5862
2240,0.7196,0.6273
2241,0.7212,0.5892
2242,0.4734,0.5011
2243,0.3676,0.616
2244,0.5577,0.6208
2245,0.5286,0.5153
2246,0.8312,0.4794
2247,0.3848,0.4571
2248,0.799,0.6401
2249,0.5006,0.4436
2250,0.6313,0.4242
2251,0.7725,0.57
2252,0.7129,0.6364
2253,0.5854,0.6242
2254,0.9343,0.6316
2255,0.4464,0.3203
2256,0.6079,0.3563
2257,0.844,0.6605
2258,0.8536,0.6962
2259,0.8535,0.7327
2260,0.8332,0.6845
2261,0.8389,0.6505
2262,0.8271,0.6726
2263,0.813,0.4536
2264,0.8662,0.7047
2265,0.5947,0.5969
2266,0.3746,0.3632
2267,0.4437,0.3036
2268,0.7628,0.7285
2269,0.8817,0.808
2270,0.8623,0.6626
2271,0.8755,0.717
2272,0.8709,0.7484
2273,0.8532,0.706
2274,0.4633,0.7208
2275,0.5903,0.5574
2276,0.5743,0.5526
2277,0.6768,0.5381
2278,0.8417,0.7031
2279,0.8368,0.5872
2280,0.4767,0.482
2281,0.7578,0.5981
2282,0.843,0.6722
2283,0.8637,0.7359
2284,0.6946,0.5519
2285,0.5861,0.6017
2286,0.7524,0.666
2287,0.7891,0.4777
2288,0.2111,0.6354
2289,0.3863,0.4068
2290,0.2679,0.3236
2291,0.6033,0.5521
2292,0.5158,0.5323
2293,0.4624,0.5295
2294,0.4814,0.5097
2295,0.505,0.5305
2296,0.5015,0.5252
2297,0.4902,0.5307
2298,0.505,0.5275
2299,0.4483,0.484
2300,0.3216,0.5022
2301,0.4867,0.515
2302,0.5169,0.5658
2303,0.4544,0.5214
2304,0.5032,0.542
2305,0.4895,0.5102
2306,0.4254,0.3995
2307,0.5483,0.4701
2308,0.51,0.4951
2309,0.6881,0.67
2310,0.8353,0.641
2311,0.6233,0.6383
2312,0.5833,0.557
2313,0.6866,0.6601
2314,0.6011,0.6278
2315,0.4328,0.5317
2316,0.4462,0.4714
2317,0.1667,0.6577
2318,0.6569,0.5466
2319,0.7892,0.5357
2320,0.8031,0.6434
2321,0.436,0.4398
2322,0.8409,0.6287
2323,0.6195,0.5393
2324,0.4998,0.5899
2325,0.6062,0.51
2326,0.3739,0.4973
2327,0.4095,0.6096
2328,0.8139,0.6955
2329,0.7126,0.626
2330,0.5396,0.6495
2331,0.3824,0.5002
2332,0.2356,0.5266
2333,0.4325,0.3713
2334,0.4193,0.465
2335,0.4595,0.5739
2336,0.8254,0.5888
2337,0.8596,0.68
2338,0.5464,0.3799
2339,0.6161,0.5483
2340,0.8384,0.6232
2341,0.3126,0.5652
2342,0.8663,0.6324
2343,0.7404,0.4568
2344,0.6964,0.6214
2345,0.8452,0.656
2346,0.811,0.6515
2347,0.8627,0.6039
2348,0.8668,0.6869
2349,0.8345,0.5666
2350,0.6234,0.6191
2351,0.6125,0.6182
2352,0.6087,0.3927
2353,0.5743,0.546
2354,0.6334,0.6294
2355,0.3301,0.5835
2356,0.468,0.3404
2357,0.2298,0.5866
2358,0.5447,0.5633
2359,0.437,0.4056
2360,0.9055,0.6763
2361,0.6001,0.5217
2362,0.7045,0.6506
2363,0.8866,0.6843
2364,0.9012,0.714
2365,0.802,0.6712
2366,0.9526,0.7262
2367,0.6885,0.5883
2368,0.8431,0.6788
2369,0.8214,0.6523
2370,0.8393,0.6414
2371,0.4007,0.3952
2372,0.5036,0.5606
2373,0.7846,0.6697
2374,0.6514,0.6164
2375,0.4059,0.7211
2376,0.2367,0.4419
2377,0.7954,0.5817
2378,0.8984,0.7712
2379,0.5404,0.6259
2380,0.3003,0.5223
2381,0.5877,0.6357
2382,0.5541,0.6185
2383,0.5722,0.5409
2384,0.5261,0.5893
2385,0.5466,0.5412
2386,0.4988,0.4786
2387,0.7278,0.6817
2388,0.6533,0.5752
2389,0.7999,0.6472
2390,0.8007,0.5871
2391,0.8823,0.7345
2392,0.5845,0.6067
2393,0.338,0.6935
2394,0.6584,0.7005
2395,0.4524,0.5212
2396,0.4843,0.5876
2397,0.3434,0.3588
2398,0.4563,0.3172
2399,0.4816,0.4861
2400,0.2538,0.2778
2401,0.3569,0.4559
2402,0.626,0.5444
2404,0.7526,0.6596
2405,0.3426,0.5137
2406,0.8543,0.7247
2407,0.5958,0.5446
2408,0.7285,0.7196
2409,0.813,0.5885
2410,0.7488,0.5686
2411,0.8255,0.6208
2412,0.8501,0.7474
2413,0.843,0.5749
2414,0.4766,0.472
2415,0.6685,0.5173
2416,0.692,0.6668
2417,0.3587,0.5019
2418,0.648,0.5548
2419,0.7855,0.638
2420,0.732,0.5311
2421,0.5314,0.5456
2422,0.1961,0.3824
2423,0.4359,0.4026
2424,0.7135,0.5778
2425,0.567,0.5654
2426,0.6064,0.5042
2427,0.7982,0.6882
2428,0.6213,0.5322
2429,0.6161,0.5335
2430,0.5505,0.5661
2431,0.5729,0.5386
2432,0.5048,0.6149
2433,0.7547,0.6015
2434,0.4527,0.5141
2435,0.8331,0.6007
2436,0.2479,0.5624
2437,0.3168,0.5921
2438,0.5241,0.531
2439,0.5175,0.4997
2440,0.5433,0.577
2441,0.5612,0.5078
2442,0.5429,0.4852
2443,0.4856,0.4456
2444,0.3029,0.523
2445,0.56,0.5567
2446,0.6666,0.6198
2447,0.6445,0.6641
2448,0.537,0.4782
2449,0.7421,0.6961
2450,0.7367,0.5991
2451,0.722,0.7313
2452,0.6668,0.5164
2453,0.7848,0.5247
2454,0.3795,0.4602
2455,0.7149,0.421
2456,0.6896,0.5403
2457,0.4286,0.4719
2458,0.7589,0.5031
2459,0.4362,0.4437
2460,0.7327,0.493
2461,0.581,0.468
2462,0.5127,0.5897
2463,0.3698,0.4321
2464,0.3673,0.6264
2465,0.823,0.5844
2466,0.267,0.4343
2467,0.3574,0.2757
2468,0.6679,0.5346
2469,0.6954,0.4966
2470,0.4438,0.3677
2471,0.4703,0.4893
2472,0.4065,0.321
2473,0.3728,0.3858
2474,0.7897,0.6684
2475,0.4153,0.7416
